C,d,g,r
6.061239359561099,1.1771470824401262,0.3284886642406106,3.68567757838754
6.035637751776804,1.16156610651473,0.4758334754061406,2.8447688138821228
6.004672375055126,1.1379043921265657,0.3772164992781468,3.0192247994833776
6.705631154924829,1.222919562940075,0.10527331705604,3.9671579813069875
6.677152892828364,1.0706545218266028,0.09729386315576524,3.1474685331936536
6.03206294143443,1.3582574574550181,0.8747607960488943,2.1041449702179977
6.1434276612805885,1.5766042645361174,0.7920380314341966,0.18883177391054695
10.192369381680033,1.8521233679132771,0.01364487534369185,3.3651923344599637
6.044428552461652,1.1091912722445474,0.33722629944633614,3.239467048846158
6.255313761173232,1.019064495613594,0.061382443409281354,3.837482926409675
6.011631210924316,1.2471084901268854,0.43757693633603734,4.057964626668806
6.021723975772774,1.3004704557538,0.6186089839206121,2.720614201086394
6.027658847712165,1.6653622001322579,0.7472243049112258,2.991524819551758
6.14413503020539,1.2063829406558313,0.2632244116736483,4.065523136666207
6.628710074585011,1.130721373219315,0.08141178022546736,3.5413301972971185
6.202139636503634,1.1641833893349391,0.14295048377631311,3.963608453810209
6.0278061595630685,2.199380589702029,0.7502682881757183,4.033651683663738
6.111892943354808,1.1541177371030382,0.37045707943569306,3.761298197402265
7.054046394329463,1.3408952271143764,0.03214029916077979,3.601066104755296
6.709836684816284,1.0636459939819234,0.03571400865050886,3.8059463902973354
6.246799935339902,1.4006949084591878,0.8048423039460207,0.7023007316212285
6.977882036791498,1.4985255161954425,0.02842629180129337,4.009338129047029
6.249282859487852,1.233608986594374,0.21294702994132425,3.8151636936039894
7.238915070001991,1.210631797243685,0.017297169239622146,3.7680380960581696
8.850476715919694,1.523957572929608,0.020813553723216825,3.203470134106189
6.068354950935819,1.4663673985916734,0.5993135021222773,3.1780803687517913
6.093352961269663,1.0768587158958671,0.6515103172375469,0.5256930415524137
6.850814655159407,1.3934251792728696,0.06029781938729026,3.983615498957957
6.429415696556982,1.1994085650463862,0.12009077632556889,3.7558966723389693
6.478511929476647,1.1756965110395579,0.07887231400400015,3.794631917609208
6.271024787819867,1.003464473954995,0.12483822351196455,3.6499974333528806
6.066514304924316,1.146808221632998,0.4793858441783576,3.284356339032365
6.003738900116215,1.0415118883547463,0.12874089463955676,4.039219740794268
6.32135384047494,1.2160742519214611,0.08957796309225186,3.719502857779247
6.789984891412024,1.0059681935939166,0.054546460162650065,3.0960446096202325
8.513892374109941,1.217813459456098,0.02134947057366835,2.523407932870698
6.059640491958094,1.1085736791875447,0.3266008993248097,3.1350983374288335
6.001551881535666,2.5703037188443303,0.8997419233457669,3.720634969516499
6.045586460953963,1.2099350684156513,0.653709305269068,2.6763652398571764
6.004284126765168,1.722703486030487,0.69830269695545,3.6784395956243263
6.139140900436031,1.0323376481631288,0.7384081883119111,1.0551630109761643
6.075949082085956,1.128649438638645,0.5426836497967938,2.66968304957605
6.000262275097685,1.7255668831784168,0.6836121862095709,3.3564986127886307
6.234396132731915,1.7831638390334263,0.9905061686803821,0.5443733201971366
6.65910361799505,1.2913755769962376,0.04701744261921364,3.860089872209949
6.3385835850939305,1.0254116309532721,0.12591463552975635,3.2691031924705847
6.616716258458743,1.0014484387728726,0.0538900199535486,2.8737110346591015
6.059488882629589,1.0038025184869914,0.2593348719186103,3.2921518004057524
6.678656423006276,1.0614271964820892,0.0798759649004333,3.1114754327116994
8.837990435894172,1.301668377709777,0.012347037447056824,3.273670084096069
6.1199120340673545,1.049567593388183,0.32638441173416666,3.388308717880898
6.755895367588454,1.1046890913370953,0.08669923574550945,3.425723689220009
6.048284644915001,1.4075325351613641,0.5326592328127524,3.338751285047199
6.495870583767233,1.0525383037233973,0.09730801334375322,3.3499088482471757
6.073604102208113,1.3147113231372163,0.8025915059974313,0.458256785773277
6.169890249090704,1.110350650274762,0.23920984716501797,3.524611606841246
6.005151721880506,1.684826840844113,0.552712160179998,3.8241970620209917
6.163307691074006,1.3181773332271942,0.11933846410909513,4.080191570181734
6.13646557095049,1.2307860276702995,0.32213020817628935,3.8293811044684842
7.558190805634809,1.456306175389044,0.023580570958090123,3.75646109616445
6.115411440800016,1.1985762976051064,0.11520470301219782,3.858990555686604
6.022791759311914,1.1098137219830189,0.7340806312123491,1.5418839073087738
7.019158335900269,1.471691629763203,0.016280202800304358,4.073505819359452
6.137662528476646,1.2443496338100488,0.18448745850888554,3.8870345669324093
6.1050909326883005,1.0439531979053152,0.3275275163333251,3.6641162710343442
6.045725909410803,1.3580761236236731,0.8653918107833127,2.026364773263662
6.210185307714322,1.3022726786191376,0.7909117581236914,0.666066340145156
6.166556078693446,1.6585052931669486,0.9016718493040725,0.37010765920471367
6.740982569494673,1.1490815199157753,0.028918792475928108,3.580088908888199
6.0226234772455625,1.1850355293684165,0.6318599169468826,2.9704937138683905
6.015706705748921,1.8378576152493769,0.6581808774060262,4.0603729606158145
6.036617484518433,1.0210277519151956,0.716869777422944,1.73961322932981
6.083725181236794,1.2142568660923245,0.271880314664133,3.926660938062636
6.026880290797242,1.102300509725311,0.3341110174192494,3.6322733094437885
6.006028391089481,1.9795917689486395,0.8287251110547866,3.396242175822993
6.260138962369899,1.1558028209818467,0.17700210298339963,3.548233002901399
6.78801190693329,1.2123165457426994,0.04187929586880964,3.939565878149181
6.120791186848908,1.1567590572707545,0.3795578615623062,3.440318923996348
6.0998296133311065,1.0533952860050881,0.31530146255366365,3.6293159771700294
7.37830286689532,1.3404341930372612,0.02101709024327683,3.6896628270548852
6.355789668396406,1.094526262874578,0.15562700305984198,3.9056463300503985
6.091059567461189,1.0571560078788802,0.12797720578641236,3.7070451565183897
6.093536847871782,1.1018474384556614,0.27811979440709056,3.3487989309660557
6.2199830254643755,1.0119021081741757,0.23343645488362202,3.551373095235026
6.82780780634181,1.0654952173307346,0.05888229178997567,2.8208951270973595
6.00209383924785,1.0189324023836428,0.2456619178875145,2.9582655819234995
6.1816428974780555,1.0247947115816973,0.21590458346280234,3.6972229576702187
6.040921323842634,1.2189964978746473,0.4790581724889454,3.066983081320499
6.010003458809351,1.7790677371587862,0.8845392046722859,2.610025471143997
6.008534903642372,1.2058816996466581,0.6131173202660753,3.1400042563786905
6.001557637771324,2.2257674681391975,0.8540504913104342,3.4495021967524218
7.026603088531972,1.1691586200427346,0.04457571267634588,3.878394812135174
6.011308028098951,1.2954560020912187,0.9178755810252709,1.9908429303118975
6.029963983028059,1.4014735010552173,0.5770509276919227,3.413844339466538
6.364072760898797,1.0659668141676433,0.1836939103599565,3.4326169605638555
7.851832050488969,1.413084940054045,0.03292644030306748,3.8631875490891603
6.047327357966324,1.1390399338086377,0.8590169630143859,1.371668690948772
6.075661689519715,1.018925338856825,0.2254769094660732,3.1263769905904013
6.0436683073587565,1.8871093100409306,0.7581715914552158,3.206287363133188
6.000321021470767,1.2607432009113368,0.5166119642785958,3.1032016297210383
6.04789708772155,1.4582281393989767,0.5841273648220153,3.544737037126931
6.225174393265004,1.149348598786849,0.21081001895222615,3.7947397378391754
6.247972666882202,1.0168558517564796,0.15071261553294435,3.162896227345713
6.224441579150635,1.2225989489477265,0.1491872777812544,4.00255420364563
6.800235927903128,1.0360639112652519,0.020372071847371,3.3694317351026926
6.32797613372101,1.1055800546881367,0.16979341532801887,3.4923719264010886
6.1827048355480105,1.3047881282359495,0.21872644743025368,4.088267234837179
6.87325201589285,1.2191448781021148,0.02930200163307011,3.7620347658650983
6.071263333649635,1.367457114483579,0.3965037331490187,3.8073275661624906
6.0068015969325925,1.7817395218363263,0.6793393911734014,3.7824354276971275
6.004226481631436,1.3095565967191298,0.5014532989398965,4.005614108833127
8.019913772504138,1.1639352792975912,0.023868374152863567,3.175698773514634
6.0786077983856215,1.2880787233601059,0.3895383427203048,3.9091784903744102
6.48701194898843,1.0458241315092391,0.0468317292430267,3.7960581170961776
6.403281137945921,1.1982915064254014,0.07418699536374485,3.6244703276130648
6.1288490994960485,1.1779296542980735,0.23318884524427355,3.849327481721867
6.136391373649309,1.2396063902042154,0.14297433139790067,3.8338629115125973
7.501605330878718,1.2637718414969297,0.017648897644754108,3.3276095784383872
6.72817994988979,1.0655130480302242,0.06521324325901637,3.816976333279662
6.211533333308614,1.2962338205905382,0.08200255206841134,4.003331808351829
6.486994600310538,1.0940973727791623,0.14253056576665815,3.459914545660822
6.356374260948602,1.1416868717146258,0.07975374925430198,3.827085748463899
6.778633749126113,1.2899695494576624,0.04027547879957852,3.69245677703033
6.436978036734264,1.2045535361916972,0.13395862914860152,3.661229951056007
6.072136589873014,1.4758107507171676,0.4122076115819844,3.954811354924169
6.113488377566441,1.398166726097036,0.9059221018442839,0.8766841672739616
6.038218547967446,1.535147490136234,0.5618265208125345,3.9621974079049043
6.330689611385797,1.206619554491993,0.0657510891000617,4.00996184568526
6.185276004353478,1.112553374372056,0.11047677204066705,3.9578918616854475
7.819446451090911,1.2105531752962162,0.03515623845610186,3.388201595541499
6.041026929635308,1.1597944589624605,0.2814359403588861,3.2422592075659917
6.222343008847618,1.028972396413633,0.08301735604724769,3.9378409774913194
7.253303906285614,1.2068266185201006,0.01707999809764143,3.9186317181359502
6.0496123005671425,1.1423047386057277,0.8131883587131721,1.262066544630699
6.198717631462071,1.222223523590831,0.7395564795492482,0.7404671981538405
6.125190381087754,1.3305294995073766,0.7561943680032962,0.6579789866434748
8.756951144351223,1.4593054086535688,0.010250692277067455,3.0034322538946916
6.009487927241538,2.160401712511438,0.9377162691211884,3.0682570699129124
7.053203893928736,1.245908450828815,0.025678596325222493,3.5326529532847397
7.4453007593834375,1.22634846751511,0.054962918437292944,3.382376537744321
6.0529276332311195,1.5429016630974255,0.7431781782988943,0.13744093876653724
6.268997840114952,1.3252843554713407,0.13973512906778393,3.9221741214142005
6.806779102334381,1.2582866176331744,0.014041498846003461,3.856288712210941
7.467887563761946,1.498963050803534,0.04544616310198217,3.8200361274665724
6.184265955136188,1.7733365602075293,0.9378921914111018,0.4283695184956382
6.177373588517406,1.1278248837744662,0.09063137776887945,3.8608840644156386
6.014646987404169,1.551752301607182,0.669263398456468,3.6044462404225523
6.101883789128964,1.121747625165582,0.19502767705795848,3.5757188593481533
6.722440806665015,1.1166991041422294,0.05320326588295589,3.0030995854247187
6.6533640875705435,1.2367961203555198,0.04657683912551189,3.906484016285169
7.430766617760857,1.0682833972925627,0.024531449623853965,3.463282531981971
6.12508990905705,1.05557067898939,0.6180894445802709,0.9047162737599173
6.046930748183961,1.3405489162793072,0.6578569199550326,2.622234497704867
6.065582315111893,1.674387729761451,0.9274159703204417,0.3366141802678662
6.067339221721129,1.2885910468184223,0.37639271006644537,3.7165991638734837
6.259287088299085,1.1951191024018717,0.14801095546721318,3.4913831480001543
6.054142386390532,1.3387684358852345,0.9671303999619569,0.8910072441270662
6.088010220944384,1.497620718339162,0.781314248223844,0.26201966776902186
6.058678255903055,1.1968347180512544,0.7080442012683931,2.2194232029587657
6.071959005107221,1.2245242116939052,0.2600141209372678,3.9284694855964215
8.255645612716572,1.258500239664213,0.020172832811347473,3.0056179630451347
6.078786919213865,1.3723503048814216,0.444703619352693,3.4797772079737026
6.036254893716582,1.5492533541207547,0.5926930021375969,3.3086073979757895
6.02181555917534,1.0893447064186812,0.2947657881010276,3.829207737510469
6.344556117912387,1.2301933041352093,0.03954188609165668,3.957607810004818
7.083055332170065,1.0606009783443977,0.07765778445160143,2.858298971278344
6.286654898525014,1.950230409350219,0.9610295772192218,0.1710302749108773
7.913389584051381,1.600590772328011,0.02100522847776191,3.594626573701676
6.026805100458024,1.136602440366559,0.8627430478963267,0.6185565490714092
6.082854535572907,1.1145697595453181,0.30828884603554046,3.5162919162253528
6.463503067968426,1.12055904031406,0.11351024012473249,3.537457154368238
6.035200574144156,1.6939468880430266,0.8306723729637229,2.6668875887656474
6.1873430734037225,1.1663703427029457,0.06918446987546656,3.905449462935853
8.02134365612557,1.5757346149979603,0.01728358406264493,4.010273466564911
6.2081093042438384,1.0094479097708655,0.1680220703809534,3.6069186926216084
6.614629167273813,1.2804033208549042,0.025613508874201607,3.829398095321003
6.142146300533709,1.1303225509069592,0.29882179158342614,4.089917740459827
