ln(alpha),alpha,ln(Beta),Beta,-2 ln(Likelihood)
-1.335388664,0.263055915,0.791770285,2.207300521,-35.07395769
-1.519335319,0.218857309,0.426476973,1.531851253,-25.31735595
-0.876704374,0.416152136,1.753264052,5.773416685,-15.6078511
-1.128630305,0.323476017,2.071544371,7.93707144,-22.14072749
-0.581099731,0.559282968,2.654134521,14.21267996,-15.71335676
-0.581099731,0.559282968,2.654134521,14.21267996,-15.71335676
-0.631876846,0.531593146,2.117365327,8.309216557,-16.83693719
-0.58706183,0.555958387,2.93004381,18.72845096,-20.36121106
-0.5465729,0.578930467,3.463619596,31.93234978,-23.65508157
-0.456877976,0.633257608,3.632481191,37.80650552,-14.16200676
-0.228445868,0.795769373,3.120790699,22.66429319,-21.43602394
-1.434991,0.238117507,0.981648623,2.668852548,-22.23706851
-0.857294838,0.424308354,1.523400676,4.587800318,-16.64680991
-1.219180846,0.295472105,0.644607103,1.905238319,-22.72462767
-1.242106666,0.288775224,0.436248558,1.54689324,-17.04362735
-0.709833414,0.491726105,2.693312735,14.78055899,-18.43565657
-1.158714289,0.313889493,1.565736225,4.786197358,-33.56851771
-1.320201739,0.267081416,0.961984926,2.616885645,-25.56352485
-1.315146889,0.26843489,1.141307262,3.130858544,-24.58548983
-1.350848144,0.259020481,0.137472272,1.147369891,-34.54769125
-1.074886568,0.341336472,1.747797646,5.741942951,-21.47188408
-0.911766372,0.401813844,1.373369953,3.948635015,-9.545538776
-0.800828399,0.448956895,1.779556818,5.927228998,-26.64652245
-1.355552349,0.257804857,0.728715791,2.072417481,-30.66567706
-1.030110543,0.356967498,1.567259768,4.793494892,-18.17881848
-1.231987529,0.291712215,1.215991263,3.373636567,-24.1591691
-0.910680913,0.402250233,1.660804378,5.263543019,-16.03541578
-1.333942289,0.263436668,0.937353044,2.55321422,-29.11729239
-1.300118514,0.272499496,0.427607784,1.533584466,-19.99871265
-1.261871531,0.283123656,1.13456407,3.109817584,-18.28603626
-0.988521863,0.372126338,2.384633662,10.85508531,-25.59338526
-1.403326984,0.245777903,0.769924033,2.159602189,-25.34096733
-0.983117938,0.374142724,2.099152103,8.159248775,-11.2879782
-0.618765323,0.538609035,2.712841562,15.07204286,-19.01760353
-0.874053491,0.41725677,1.174228113,3.235644427,-24.28620196
-1.273574344,0.279829625,1.103081789,3.013438511,-19.14222441
-1.356752483,0.257495642,0.722547765,2.059674096,-22.71007222
-1.005127834,0.365997845,1.443301928,4.234655283,-23.09425498
-1.171446476,0.309918327,1.684233881,5.388321257,-43.08874597
-1.252227385,0.285867351,1.608300843,4.994317885,-29.67195838
-1.484804951,0.226546524,0.682633655,1.979083097,-25.54541173
-0.992419014,0.370678928,1.06610424,2.904043975,-21.35888269
-1.160150211,0.313439095,1.687045622,5.403493136,-26.5004673
-0.574892235,0.562765512,2.798802855,16.42497193,-18.06755676
-0.948297025,0.387400195,1.59499873,4.928322813,-16.97039063
-0.994696282,0.369835753,0.768846516,2.157276435,-17.00724765
-1.397633587,0.247181205,0.92038381,2.510253666,-19.0867599
-1.15599842,0.314743134,1.22581558,3.406943584,-14.45533626
-1.263310396,0.282716572,1.417286732,4.125910538,-28.45085521
-0.741815597,0.476248455,2.332061212,10.2991484,-18.56975912
-0.850993375,0.426990559,1.821774337,6.182819129,-14.97011105
-1.373997178,0.253093276,1.128482099,3.090961163,-24.68353648
-0.370746013,0.690219226,2.601344173,13.4818478,-18.14140012
-1.431231659,0.239014357,0.837144,2.309760871,-18.58674238
-0.574370268,0.563059334,1.686242411,5.399154735,-13.25053111
-1.353559891,0.258319034,0.572710443,1.77306634,-18.22400929
-0.87816391,0.41554519,2.48728171,12.02853459,-14.86849122
-1.154996356,0.315058685,1.232507603,3.429819386,-22.2310974
-0.831911168,0.435216719,1.865867512,6.461538918,-17.35672637
-0.717205899,0.488114192,2.111469644,8.260372171,-15.06508686
-1.449974615,0.234576243,0.193332058,1.213285608,-28.72807106
-1.048808509,0.350354945,1.489430305,4.434568449,-19.6991783
-1.385811155,0.250120831,0.195246054,1.215610056,-19.74594816
-1.231774029,0.291774502,1.364554091,3.913977384,-26.25679137
-1.096628372,0.333995295,1.253618481,3.502995576,-33.71277154
-1.263731752,0.282597473,0.976544511,2.655265132,-41.15000497
-1.443663783,0.236061295,1.110298272,3.035263592,-32.17552039
-1.064223756,0.344995552,1.34040057,3.820573607,-24.74407714
-0.91600656,0.400113685,1.957094804,7.078732061,-19.94667695
-0.648104172,0.523036424,2.663840643,14.35130161,-11.67833911
-1.422855531,0.24102478,0.124129586,1.132162574,-33.51075265
-0.913614107,0.401072084,2.256051605,9.545325951,-30.0559295
-1.415702702,0.242754969,0.417868347,1.518720716,-42.17696937
-1.176909653,0.308229805,1.65110525,5.212738023,-21.127901
-1.020839897,0.360292205,0.842367747,2.321858045,-19.77451942
-1.327986667,0.265010279,0.19335374,1.213311915,-25.8332496
-1.115324617,0.327808849,1.339623754,3.817606875,-34.99994928
-1.509132531,0.221101694,0.484791056,1.623835683,-41.85290694
-1.282889386,0.277235103,1.07141672,2.919512705,-24.3874542
-0.964322946,0.381241233,1.849506639,6.356682608,-24.26688104
-0.991272733,0.371104074,1.652217895,5.218541179,-17.51142668
-1.506404361,0.22170572,-0.409801218,0.663782185,-27.16078965
-0.952646058,0.385719037,2.168517541,8.74530986,-20.73958369
-1.032615593,0.356074396,1.242512774,3.46430756,-15.1304712
-1.202792158,0.300354403,1.147381583,3.149934259,-33.85120554
-1.422805085,0.241036939,1.316360549,3.729822139,-32.24795131
-0.964327069,0.381239661,1.114332026,3.047531827,-24.90985692
-1.096628372,0.333995295,1.253618481,3.502995576,-33.71277154
-1.166211431,0.311545018,1.96742901,7.152264427,-22.56137973
-0.601795255,0.547827263,3.364942076,28.93182139,-20.11592594
-1.068991455,0.343354631,1.782800291,5.946485012,-20.867755
-0.083489049,0.91990116,3.94142703,51.49202956,-8.560971002
-0.932242257,0.393670011,2.538171117,12.65650252,-20.17102818
-0.998850993,0.36830238,2.091093363,8.093759743,-25.10930537
-1.28560032,0.276484555,1.070613285,2.917168006,-24.89774191
-1.162466697,0.312713858,1.508310212,4.519088039,-27.42207865
-0.75889001,0.46818582,2.15420105,8.620999679,-14.24507385
-1.212727904,0.297384934,0.810953322,2.250051989,-34.14235454
-1.634646075,0.195021382,0.11667047,1.12374906,-22.88853915
-0.268268102,0.764702735,3.960552485,52.48631586,-13.70306668
-1.417904669,0.242221019,1.02152049,2.777414586,-29.57176988
-0.954659344,0.384943256,2.024135054,7.569560854,-13.37835742
-1.544806111,0.213353234,0.200170122,1.221610563,-26.41441875
-1.228272278,0.292798014,0.470904519,1.601442073,-18.6608966
-1.07077302,0.342743468,1.456292537,4.290024898,-12.71804278
-0.9309582,0.39417583,1.509499171,4.524464243,-19.9563168
-1.161694585,0.312955402,1.21851181,3.382150705,-22.60743866
-0.853591778,0.425882506,1.665350311,5.287525204,-19.68452724
-1.286435137,0.276253837,0.034341901,1.034938393,-28.92093593
-1.12329361,0.325206924,1.470976086,4.353482443,-15.96074911
-0.758914938,0.468174149,2.445323536,11.53428075,-13.9459988
-0.889103657,0.411024006,1.455850191,4.288127646,-25.07412461
-1.316600363,0.26804501,1.3008297,3.672342345,-35.31355424
-0.94616284,0.388227861,1.317473748,3.733976486,-13.58485361
-0.691134746,0.501007231,1.864977355,6.455789694,-8.444223951
-0.967172285,0.380156494,1.859025472,6.41747971,-11.90055641
-0.940078738,0.390597079,2.505533832,12.25009671,-20.51461117
-1.149746222,0.316717135,0.814208467,2.257388169,-33.87147665
-1.072672849,0.342092932,1.444567341,4.240017262,-21.45483362
-0.89619744,0.408118608,2.608352649,13.57666688,-19.40303591
-0.844155998,0.429920059,1.708753276,5.522072685,-19.4398604
-1.458329828,0.232624473,0.284580207,1.329203921,-20.695442
-0.446248875,0.640024466,2.898860584,18.15344925,-11.25066134
-1.008972219,0.364593509,1.620524686,5.055742299,-25.60430574
-0.876704374,0.416152136,1.753264052,5.773416685,-15.6078511
-1.243213751,0.288455702,1.330117065,3.781486042,-17.43657273
-1.097246812,0.333788803,1.222505477,3.395684896,-15.9483484
-1.150733211,0.316404693,1.410161143,4.096615493,-15.69580693
-0.956174524,0.384360439,0.986073798,2.680688858,-15.67496008
-1.189508945,0.30437069,1.17926984,3.251998857,-21.83222902
-0.958055466,0.383638159,2.627385653,13.83754643,-16.36303017
-1.561716263,0.209775732,0.011325529,1.011389906,-26.61053936
-1.073792893,0.341709987,1.884044988,6.580067397,-14.5339901
-1.327986667,0.265010279,0.19335374,1.213311915,-25.8332496
-1.320089074,0.267111508,0.527681679,1.6949982,-24.89589467
-0.973992095,0.377572719,1.52790768,4.608524223,-17.31754095
-1.056744688,0.34758547,1.78583691,5.964569668,-37.61630269
-1.059753753,0.346541134,0.727158298,2.069192217,-34.3602922
-0.973940719,0.377592118,1.813559463,6.132236101,-20.4477268
-0.930300736,0.394435072,2.08233386,8.023172038,-19.16077641
-1.122222524,0.325555435,1.626954409,5.088354048,-14.76765625
-1.246380549,0.287543666,1.785316694,5.961467608,-24.20424387
-1.082188348,0.338853185,1.56492822,4.782331647,-20.878244
-1.122820673,0.325360763,1.033072918,2.809686519,-27.47289713
-1.16704854,0.31128433,1.676487461,5.346742309,-17.06909733
-1.238096753,0.289935512,0.878943009,2.408352753,-30.21036989
-0.921065038,0.398094829,1.936133261,6.931895252,-19.29754035
-0.806538835,0.446400461,2.645762242,14.09418417,-13.31181609
-1.073283594,0.341884064,0.571848348,1.771538447,-22.85319271
-1.526831362,0.217222879,0.869329382,2.385310685,-27.28724512
-1.116190514,0.327525123,0.912030578,2.48937227,-25.43205663
-1.026529846,0.358247982,1.732832072,5.656651291,-20.84956749
-1.042982619,0.352402032,1.671390718,5.319560662,-17.46546598
-1.243410047,0.288399085,1.797031134,6.031713507,-32.99668156
-1.524956686,0.217630483,0.11636143,1.12340183,-32.14138001
-0.66767005,0.512902223,2.472044596,11.84664371,-14.79513849
-0.762360134,0.466563973,1.866425179,6.465143308,-17.2348933
-1.147250075,0.317508695,1.265787735,3.545884853,-26.37853027
-0.910177693,0.402452705,1.535982624,4.64588845,-16.98301468
-0.747271397,0.473657213,1.758737864,5.805105934,-12.56134814
-0.709342107,0.491967753,1.816911148,6.152823906,-12.35713478
-1.116728836,0.327348857,1.35017897,3.858115954,-23.44180925
-1.252393476,0.285819874,1.151255784,3.162161408,-28.16586492
-1.3603841,0.256562213,0.568819826,1.76618142,-37.58751441
-1.183581468,0.306180198,0.587556669,1.799586055,-28.29589655
-1.439549071,0.23703462,0.49779193,1.645084796,-40.27362326
-1.540839066,0.214201297,0.678377262,1.970677244,-29.85114216
-1.338674497,0.262192976,0.63083699,1.879182779,-18.6537667
-1.016860447,0.361728826,1.577196231,4.841362701,-19.9946299
-1.282332206,0.277389616,0.633609142,1.884399386,-29.85242753
-1.298167007,0.2730318,0.558081432,1.747316936,-23.2364896
-1.072370027,0.342196541,1.605137494,4.978544077,-16.92173758
-1.406410829,0.24502113,0.739291944,2.094452,-47.17770474
-0.857782437,0.424101512,1.64418105,5.176768658,-26.66039469
-1.138456269,0.320313118,1.130429911,3.096987644,-22.60621569
-0.999283026,0.368143296,1.776042533,5.906435584,-15.34077427
-1.236614626,0.290365552,0.908905808,2.481605695,-26.36699048
-1.026152649,0.358383137,2.019642382,7.535629571,-15.58985736
-1.076891487,0.340652805,1.438050007,4.21247351,-36.67666409
-1.389631734,0.249167047,0.340082611,1.40506366,-20.6862902
-1.031468168,0.356483199,1.82896583,6.227443091,-25.78126442
-1.008133041,0.364899597,1.738683004,5.689844983,-25.98894168
-0.722655961,0.485461176,1.9273947,6.871584364,-12.31074364
-0.808126442,0.445692315,2.339821143,10.37937998,-14.30022038
-1.157234934,0.31435419,0.925097364,2.522113811,-25.81182287
-0.620729699,0.537552043,1.883960844,6.57951375,-21.84335142
-1.192725061,0.303393371,1.313573044,3.719439721,-14.39812241
-0.492458581,0.611122053,3.109709937,22.41454184,-14.72191486
-0.839331149,0.43199937,2.550832918,12.8177755,-20.47230679
-1.074858009,0.34134622,1.723866108,5.606160642,-16.98719654
-0.328287713,0.720155792,3.242045499,25.5860044,-13.24563317
-1.101125774,0.332496557,1.226697211,3.409948577,-17.47928336
-0.879319369,0.415065322,1.617404454,5.039991796,-17.39849026
-1.540084321,0.214363025,0.534290418,1.706237097,-22.21548499
-1.427404997,0.239930736,1.147179116,3.149296567,-29.9179194
-0.94052416,0.390423137,1.169089704,3.219061005,-24.68299967
-1.060279234,0.346359082,1.317647041,3.734623613,-31.74931705
-1.173776635,0.309197009,1.200249394,3.320945045,-23.89181887
-1.018457376,0.361151632,2.029484868,7.610165111,-21.73824869
-1.524888768,0.217645265,0.595197866,1.813389718,-46.64281994
-0.492503731,0.611094461,2.395400745,10.97259439,-5.478195367
-1.394387957,0.247984767,0.456250016,1.578144858,-26.15047632
-0.391550845,0.676007678,2.996917723,20.02372306,-14.52412538
-1.237719869,0.290044805,0.585108473,1.795185704,-20.63625357
-1.094715648,0.334634748,1.851542221,6.369635334,-32.02804292
-1.039739325,0.353546831,1.68006089,5.36588269,-27.2203294
-1.442026232,0.236448174,0.952372021,2.591850297,-22.17946283
-1.154840212,0.315107883,1.261438165,3.530495273,-30.21565656
-1.527882626,0.21699464,0.104598789,1.11026507,-24.32121506
-1.196171234,0.302349625,1.752512067,5.769076799,-22.18156589
-0.9522163,0.385884838,1.568774934,4.800763336,-22.00388254
-0.72414376,0.484739445,2.220971626,9.216281292,-35.17331553
-1.070044806,0.342993149,1.740361325,5.699402386,-25.27444097
-0.885758321,0.412401322,1.590605645,4.906719759,-18.23138436
-0.956352917,0.384291878,1.463297686,4.320182668,-30.95326117
-0.94616284,0.388227861,1.317473748,3.733976486,-13.58485361
-1.138178951,0.320401959,1.144967189,3.142338251,-18.96208006
-1.170375729,0.310250349,1.808274162,6.099910882,-25.51494765
-0.644088947,0.525140755,2.828296757,16.91662315,-19.12486231
-0.605680593,0.545702899,3.519174842,33.75656248,-13.27903167
-1.094002097,0.334873612,2.004138035,7.419695624,-17.2764081
-0.263544208,0.768323656,2.105071952,8.207693548,-9.381296222
-1.123835911,0.325030612,1.7846368,5.957415823,-15.98607865
-1.526073011,0.217387672,0.249987992,1.284009998,-24.17342617
-1.195725445,0.302484439,0.543114077,1.721358969,-26.72080905
-0.684565833,0.504309137,2.297261264,9.94690317,-17.04723488
-1.027735257,0.357816406,1.42184601,4.144764659,-24.1031306
-0.355359823,0.70092119,2.355686181,10.54536241,-19.62575143
-1.51535836,0.219729429,0.174405208,1.190537884,-40.22366388
-1.238837042,0.289720955,0.599965017,1.822055058,-20.70145524
-0.51068932,0.600081788,3.065326309,21.44145738,-14.08609442
-0.747629608,0.473487575,2.329029666,10.26797334,-14.5799974
-1.327405827,0.265164252,0.958853938,2.608705021,-26.85458134
-0.962313518,0.38200808,2.009751668,7.461464198,-25.46569016
-0.738496696,0.477831702,1.620007787,5.053129664,-30.37447556
-1.328057313,0.264991557,0.496823526,1.643492459,-18.41368634
-0.902846311,0.405414081,1.690702286,5.423288066,-11.33598047
-0.646938662,0.523646384,3.275121554,26.44643995,-17.13528541
0.301146968,1.351407941,4.187208591,65.83875132,-8.929521851
-1.339770371,0.261905803,0.484649032,1.623605076,-28.373762
-0.673148053,0.510100225,2.341856019,10.40052223,-12.47069646
-0.220393608,0.802202982,2.857190021,17.41252928,-11.67588785
-1.161368377,0.313057507,1.393399935,4.028523515,-16.70947293
-1.570440066,0.207953649,0.130319651,1.139192469,-23.59529581
-1.364827355,0.25542477,0.561171845,1.752725219,-18.39559428
-1.081896475,0.338952102,1.447488778,4.252422318,-33.13068117
-0.559977449,0.571221946,2.547121353,12.77028967,-21.41984579
-1.363050917,0.255878919,-0.028414074,0.97198581,-18.007509
-1.188705265,0.304615405,2.239891478,9.392311955,-27.08424727
-0.926188282,0.396060508,1.365133462,3.916245689,-16.6474082
-1.048410629,0.350494372,1.956042221,7.071285027,-19.65959144
-0.859685522,0.423295179,2.382144361,10.82809733,-8.980172114
-1.073792893,0.341709987,1.884044988,6.580067397,-14.5339901
-1.052482951,0.349069949,1.647984644,5.196496475,-21.52933641
-1.493294843,0.22463131,1.141894144,3.132696527,-34.1429075
-1.006382841,0.365538803,0.881143773,2.413658807,-11.12892307
-1.112444159,0.32875445,2.100268821,8.168365445,-23.24572849
-0.265404297,0.766895834,3.064225338,21.41786396,-12.51350409
-1.436311122,0.23780337,0.374898261,1.454843393,-26.6865884
-1.460398201,0.232143816,0.760794389,2.139975519,-24.99376821
-0.746629316,0.473961438,2.158395428,8.657235352,-28.00901841
-1.027965525,0.357734022,1.128945763,3.092394664,-39.11762348
-1.587247947,0.204487599,-0.049853833,0.951368473,-43.67382383
-1.169273399,0.310592536,1.515993175,4.553941742,-23.28510272
-0.827033086,0.437344928,1.991806307,7.328759806,-16.50855161
-0.593080941,0.552622063,1.770620825,5.874499267,-24.24571116
-1.024138856,0.359105574,0.964954567,2.624668408,-22.21045228
-0.562056995,0.570035298,2.25650481,9.549652915,-21.08942985
-1.207734054,0.298873744,1.710958875,5.534265601,-20.04004392
-0.896402504,0.408034927,2.01642782,7.511444719,-20.16795943
-1.26857757,0.281231369,1.278665218,3.591842198,-26.00431908
-1.229653563,0.292393856,1.3805749,3.977187457,-29.73123323
-0.771340308,0.462392904,1.109692046,3.033424096,-19.78759773
-1.274447532,0.279585388,0.643646945,1.903409867,-21.82385962
-0.947695908,0.387633138,1.738543093,5.689048967,-12.10908117
-0.965737426,0.380702356,2.154711188,8.625398697,-23.76433814
-1.475971487,0.228556579,0.094643296,1.099266672,-36.01068627
1.35593941,3.880404535,5.47863729,239.5200884,-19.48512579
-0.958698542,0.383391529,0.705055691,2.023959398,-23.79110821
-0.854044795,0.425689618,1.376781434,3.96212871,-22.76996796
-1.246205826,0.287593911,0.870069266,2.387076191,-31.01612533
-1.354302423,0.258127295,1.351218589,3.862129014,-30.66555859
-1.37673765,0.252400631,0.530540386,1.699850635,-21.94471136
-0.971802302,0.378400431,1.409838997,4.095295996,-27.88235257
-0.621068877,0.537369749,3.017805038,20.4463634,-16.58013733
-0.956104997,0.384387163,1.603717163,4.971477913,-28.88230028
-1.37219662,0.253549396,0.662639467,1.939905901,-29.03246808
-1.225211721,0.293695512,1.079919816,2.944443445,-25.27153915
-0.918617614,0.399070329,1.388777601,4.009945303,-31.05636981
-1.310562544,0.269668313,0.708848779,2.031651033,-24.72406886
-1.205236889,0.299621014,0.386238955,1.471436235,-23.47418583
-0.76653321,0.464621023,2.422407835,11.27297011,-24.04744939
-1.05761746,0.347282239,1.338503873,3.813334005,-23.40813753
-1.1688454,0.310725498,0.931602285,2.538573439,-21.51174995
-1.086532036,0.337384505,1.279197209,3.593753533,-29.66568992
-0.449878852,0.637705404,2.742326932,15.52306422,-17.31040368
-1.058864652,0.346849382,1.479657847,4.391442881,-32.89930945
-1.517136248,0.219339121,-0.016730595,0.983408584,-24.82502752
-1.238331239,0.289867534,0.443384789,1.557971709,-22.2146093
-1.267467196,0.281543815,1.082699182,2.952638512,-22.25242588
-1.106490616,0.330717542,1.220309859,3.388237446,-16.58210549
-1.127815194,0.323739793,0.748041237,2.112857375,-25.34067812
-0.81909835,0.440828949,2.465186485,11.76567606,-28.11670538
-1.26474262,0.282311948,0.807827982,2.243030789,-32.07379222
-0.945308617,0.388559636,1.312591595,3.715791072,-24.93017602
-1.241132276,0.289056741,0.851267043,2.342613165,-16.9347464
-1.51953778,0.218813003,1.220349566,3.388371985,-25.3341532
-0.705480799,0.493871064,1.826015073,6.209094505,-24.03105519
-1.3603841,0.256562213,0.568819826,1.76618142,-37.58751441
-1.446003754,0.235509564,0.353864969,1.424562813,-49.47662325
-0.865365063,0.42089787,1.493076078,4.450765386,-21.38780673
-1.786707164,0.167510848,-0.962186783,0.382056497,-33.69340226
-1.387025698,0.249817233,0.647026903,1.909854198,-21.52043468
-1.157653247,0.314222719,1.374828808,3.954399704,-29.69823865
-1.591813861,0.203556054,0.401170487,1.493571882,-44.34857672
-1.619467097,0.198004188,-0.282683916,0.753758001,-42.60310584
-1.289949969,0.275284556,0.622470582,1.863526354,-27.06298123
-1.275838942,0.27919664,0.930300785,2.535271635,-24.76128553
-1.16658079,0.311429967,1.818571747,6.163049766,-29.44545762
-0.903554058,0.405127252,1.550657362,4.714568344,-17.61727899
-0.982755827,0.37427823,1.657336537,5.245321504,-13.74052517
-0.761714698,0.466865207,1.573510259,4.823550422,-12.18871278
-0.710561691,0.491368123,1.403047021,4.067575092,-11.17085957
-1.053978586,0.348548258,1.958014403,7.085244647,-19.67118415
-1.030110543,0.356967498,1.567259768,4.793494892,-18.17881848
-1.155171973,0.31500336,1.103473728,3.014619825,-25.8334812
-0.862486077,0.422111375,1.790632687,5.993243111,-36.18280858
-1.335387015,0.263056349,0.491036356,1.634008757,-26.29719808
-0.872029306,0.41810223,2.205988574,9.07922262,-29.62126658
-1.661368203,0.189879009,-0.514782485,0.597630574,-24.36409143
-1.14428258,0.3184523,0.986982742,2.683126561,-31.64251392
-1.568218286,0.20841619,-0.128259425,0.879625152,-46.62366483
-1.157755272,0.314190662,1.384714096,3.993683931,-18.49741504
-0.536522539,0.584778264,2.731945475,15.3627458,-18.28010362
-0.640506925,0.527025194,1.531528664,4.625241862,-11.84926066
-1.196935675,0.302118585,1.601872569,4.962316011,-23.29137952
-1.403459779,0.245745267,1.040427988,2.830428144,-27.08132942
-0.820696685,0.440124919,2.042457348,7.709530943,-21.33032575
-1.144783587,0.318292793,0.995111356,2.705025546,-26.11435543
-1.121179687,0.325895114,1.34223056,3.827571619,-26.16072576
-1.003339385,0.366652999,1.622248837,5.064466679,-15.09932378
-0.828383584,0.436754694,1.570492346,4.809015313,-22.45984341
-1.135426216,0.321285155,0.534428486,1.70647269,-27.64847422
-0.597571823,0.550145867,2.764060393,15.86412694,-12.15349848
-1.024187852,0.35908798,2.338257478,10.36316279,-27.48088693
-1.258596597,0.284052387,0.3958377,1.485628181,-35.17222406
-1.119250094,0.326524566,1.804278935,6.075588975,-19.7125766
-1.042788078,0.352470595,1.816879623,6.152629942,-24.87999145
-0.692975929,0.500085633,2.279762643,9.774360125,-17.96816705
-1.117578126,0.327070961,1.630897515,5.108457578,-15.68719125
-1.3936012,0.248179948,0.616798206,1.852985656,-23.60165083
-0.964116648,0.381319891,1.858507461,6.414156244,-19.83126927
-1.074121636,0.341597671,1.147850173,3.151410635,-14.03277557
-0.847108128,0.42865275,0.958315819,2.607301605,-19.62400162
-1.02743957,0.357922223,1.551323671,4.71771075,-25.78244649
-0.767099999,0.464357756,1.846400864,6.336970811,-23.53818491
-1.537629088,0.214889983,0.087180432,1.09109353,-27.79066831
-1.119913171,0.326308126,1.782573672,5.945137581,-15.7738883
-1.101022788,0.332530801,1.80774988,6.096713651,-27.24805236
-1.431818775,0.238874069,0.660995211,1.936718819,-26.9204763
-0.856438306,0.424671943,1.667746867,5.300212252,-16.91098546
-0.991801079,0.370908054,1.063566023,2.896682229,-12.57190072
-1.310225009,0.269759351,0.575443852,1.777919485,-31.7763654
-1.066198297,0.344315016,1.323855158,3.757880713,-14.00482287
-1.022487214,0.359699178,1.260760734,3.528104415,-31.08106892
-1.177671268,0.307995142,1.033889254,2.811981104,-21.3824656
-0.965786739,0.380683583,2.280490282,9.781474914,-28.91271175
-1.010815189,0.363922193,1.157348446,3.181486199,-28.78008695
-1.043612127,0.352180262,2.290312764,9.878026687,-30.18241924
-1.323370805,0.266236357,-0.074037855,0.92863654,-23.62854264
-0.957191015,0.383969938,1.589130984,4.899489341,-19.03411263
-0.977673329,0.376185341,1.542332585,4.675483524,-22.67523969
-0.861383082,0.422577219,1.529665305,4.616631402,-23.02006256
-1.264312496,0.282433403,1.267000058,3.550186219,-27.45056027
-1.062895319,0.345454161,1.778343689,5.920042861,-21.22122704
-0.529969603,0.588622862,2.464243819,11.75459019,-15.61273811
-1.201354032,0.300786661,0.844117379,2.325923999,-19.50740408
-1.283982514,0.276932215,0.778824598,2.178909664,-17.14962863
-0.967347978,0.380089709,1.972234358,7.186716256,-21.01789866
-0.587973901,0.555451545,2.213452603,9.147243741,-20.12704903
-1.663851961,0.189407981,-0.404645309,0.667213424,-28.3871001
-0.519789181,0.594645897,2.339838337,10.37955844,-41.07600963
-0.766102441,0.46482121,2.57451597,13.12496275,-15.11266861
-0.913403108,0.401156719,1.674396416,5.335573708,-11.90262166
-1.722602387,0.178600754,-0.537439756,0.584242141,-40.36611325
-1.592841783,0.203346922,-0.183234474,0.832572917,-33.54814552
-1.217976738,0.2958281,1.082685351,2.952597676,-22.78054454
-1.03047841,0.356836206,1.414345622,4.113793608,-18.95483006
-0.992351075,0.370704113,1.924804701,6.853809995,-24.5876485
-1.214427123,0.296880041,0.495118092,1.64069198,-12.95427196
-1.219180846,0.295472105,0.644607103,1.905238319,-22.72462767
-1.241407672,0.288977147,0.724293048,2.06327195,-26.83633302
-0.874709616,0.416983087,1.749373993,5.751001382,-23.29832919
-0.753409587,0.47075872,2.306340001,10.03761967,-12.0086386
-0.905564277,0.404313676,0.818959863,2.268139434,-17.89187732
-0.976784226,0.376519957,2.606821782,13.55589871,-19.51520032
-0.243037818,0.784241855,2.68381986,14.64091286,-15.3133597
-1.179928106,0.307300831,1.617312421,5.039527969,-24.2315265
-0.937377143,0.391653741,2.048918163,7.759502049,-18.34385039
-0.906248823,0.404036999,1.097042239,2.995293546,-20.00647229
-1.102897271,0.331908062,1.838633665,6.287940954,-22.60176233
-1.819963265,0.162031703,-0.250484065,0.778423884,-44.89307052
-1.215119871,0.296674449,1.374100142,3.951519315,-27.54377368
-1.23974348,0.28945846,1.204749152,3.335922164,-33.2601963
-1.242986411,0.288521287,1.5004245,4.483591951,-18.09484985
-0.704012074,0.494596958,2.107641197,8.228808236,-22.10207312
-0.936875242,0.391850362,1.309210769,3.703249838,-24.62936076
-1.000402048,0.367731566,1.917105257,6.801242101,-14.53501682
-0.87475358,0.416964755,1.607772628,4.991680505,-22.68074832
-1.456238939,0.233111374,1.401143568,4.059840014,-30.82547344
-1.008143612,0.364895739,1.587219579,4.890133381,-23.68865303
-1.039049688,0.353790734,0.941565273,2.563991626,-21.20709571
-1.212914916,0.297329325,1.567056275,4.792519551,-23.45659986
-0.772448822,0.461880619,1.705822137,5.505910418,-17.80241291
-1.043070347,0.352371118,1.663821935,5.279450052,-32.66659449
-1.369293121,0.254286646,1.306069972,3.691636929,-21.8464473
-0.831070766,0.435582629,1.854629704,6.389331866,-10.12887631
-1.516090194,0.219568682,0.430622701,1.538215074,-28.52401724
-0.981325239,0.374814051,1.649493551,5.204343426,-23.39867051
-1.16880249,0.310738832,1.206524635,3.341850299,-14.74290105
-0.55713806,0.572846171,3.280463242,26.58808656,-16.11445808
-1.1848316,0.305797671,0.446921952,1.563492266,-27.73864379
-1.278537356,0.278444268,1.401001275,4.05926237,-23.54464912
-1.218712335,0.295610569,1.381683109,3.981597452,-20.60247667
-1.345371366,0.26044297,0.760228387,2.138764631,-22.18519789
-0.902805367,0.405430681,1.820365066,6.174111996,-15.9140717
-1.688250531,0.184842618,-0.181242391,0.834233124,-25.92337515
-1.116636032,0.327379238,1.055931689,2.87465219,-20.73797789
-1.380488845,0.2514556,0.679655098,1.973197055,-28.54507247
-1.10922343,0.329814986,1.507304751,4.514546557,-22.67914224
-0.500508611,0.60622225,2.798458838,16.41932243,-8.024727594
-1.120467755,0.326127211,0.903344128,2.467842108,-23.26392834
-1.309726739,0.269893798,0.846799469,2.332170709,-25.29354859
-0.780799649,0.458039594,1.687469492,5.405784005,-15.42793663
-0.943529836,0.389251414,1.028252574,2.796175454,-15.21221454
-0.954813734,0.384883829,1.84733873,6.342916825,-29.68970117
