KYDEX_r,KYDEX_K,KYDEX_m_ALC,KYDEX_g_ALC,KYDEX_m_CON,KYDEX_g_CON,KYDEX_m_DW,KYDEX_g_DW,Stainless_Steel_r,Stainless_Steel_K,Stainless_Steel_m_ALC,Stainless_Steel_g_ALC,Stainless_Steel_m_CON,Stainless_Steel_g_CON,Stainless_Steel_m_DW,Stainless_Steel_g_DW,KYDEX_C0_ALC,KYDEX_C0_CON,KYDEX_C0_DW,Stainless_Steel_C0_ALC,Stainless_Steel_C0_CON,Stainless_Steel_C0_DW
7.443635354253875,1000.22584648403,122.92188642111648,44.86325657015833,74.05662197868648,173.69099271537652,22.48786613745992,36.59553628853869,12.869834968038951,110.46561734709564,32.51189418612146,119.67731519840537,26.970429776435424,73.08433314787612,170.98143290096175,147.12720161672064,47.860731183013726,647.8533365135687,758.6667217721576,301.3960966605128,34.394506634362,615.6220120446577
46.57216075410477,938.203118684135,43.78999128789758,169.37401123640402,64.0776797607006,126.17465647304094,194.5313701402132,163.0291872466038,0.523218884808685,1157.2294840124455,195.79608853758182,29.734471726982513,120.20816563490999,40.20648281070833,133.34463248406004,3.3564952819314486,778.1866898595493,382.0975682747332,1360.0784771445233,511.8626033747605,375.4890250665286,829.382941368752
189.67797360920133,955.9561525214365,153.0953292215447,8.678850605489297,85.60742803254824,126.99441877355757,39.39602020659929,47.55348367627128,91.60088887577373,114.12210731963809,64.80577035735217,194.9455929807661,99.75523978869687,169.71724014105237,101.69876696592335,35.802325662366655,185.29443360027767,878.9967292122808,1107.007013534955,858.1137299475257,1113.5797195819937,46.22920723588231
29.086252776396137,1012.2785562523919,148.7628179705136,15.445749341671933,13.931138474440274,52.37826580392129,131.92734050951495,189.13919162619231,184.8544931206006,125.02860751015834,183.1179601173684,31.687372431639883,17.837914816712107,56.826709164325216,127.45429669914957,45.596103094491916,1211.9066066213006,1191.1472360305004,245.840580847998,147.52349545997447,393.03154418430967,1412.755925091543
190.14163871275642,839.6460327347777,21.402569510514336,7.2535922773391714,54.94216749798755,125.73321670044575,115.57050331459926,36.815280315550346,91.51790975386614,17.13885137252315,10.793797317836828,98.26076990023616,174.39907309453793,192.832014498896,93.50588138543827,189.460590047161,448.4886810549663,772.5622720465027,1005.5097224765794,1484.1203109668659,181.34140357786416,337.5659586766084
42.644572338737085,900.5171303617764,95.06936804645476,111.23489836240013,83.80803424855121,195.1847432537987,146.9782288271517,131.27985821405218,51.761595706956285,112.8968974916996,191.8928567331735,35.523110381134224,9.858264317622645,37.19203082891103,13.532841782247518,101.73873011696229,34.46249818372424,168.182564413911,1129.8344745802594,137.16279589613663,385.7711505425548,496.94634734826997
93.45278072246978,714.7860002238533,21.52986794139857,31.972496845842848,136.52120203554844,104.18600928936677,56.55342392634595,161.56366149367554,191.47764257812864,138.1610464791016,198.47945354094034,22.8632849639286,35.070753156931865,149.7215370521148,179.1302952200353,48.52400749878218,828.5581004792791,1304.309501017633,505.1389820104509,674.1652517665731,1250.139017505504,428.8988598405547
199.66776548785907,1007.3373447724032,106.45851010504883,114.59353417721718,90.75322363497469,101.60285233776332,117.998536333149,166.1962153524542,83.05912792855523,71.30867550908692,155.56685066258245,36.49869765978746,195.6472043181032,189.57359620685347,8.8528683196619,125.80752729421857,433.22544166462507,1116.8780900330864,1070.552921670088,984.1444972186125,1215.0675221060349,260.05720822830654
174.9305801724378,932.4932580950506,180.0305748832543,166.17169961705937,176.0385551296372,133.98013139046483,98.62487982399053,159.8653366414339,98.46332305093948,26.490315734361076,171.17105061101537,183.77830334911064,49.83810367508858,15.610408529598852,30.658024102267078,35.24057829404539,984.5487586077397,1175.5869978373614,1090.1389493310935,1067.525860962119,1208.3843967128853,1122.035081297586
183.62997739814287,870.7962774374065,4.788406533974077,98.0647373274881,34.68010447632359,92.24818592866788,102.63639566872409,12.815765296414504,78.95080946786761,203.4723249852382,54.14891263603836,47.51762946240869,122.71238800026936,113.37198225695477,29.626638807106165,46.08602577512735,904.0663323154286,876.1282123859762,497.5189655802524,134.31082796327624,470.65983225265495,1297.2540800433314
150.8814669074216,791.5104209846493,165.8845519850536,0.7951598479840394,150.28054595154495,5.3310087813865925,16.715906074143216,55.61458595697908,198.51173228468534,64.63592473054825,178.90868703772054,161.23731762756137,83.77385544392146,21.78615870143148,135.76429766688722,146.57191977600525,641.4938228444998,865.0470216662424,863.8106669208555,624.2372204560413,320.47633949429735,1138.961667646753
14.069070723182552,1076.9731530234333,92.03058205861652,14.518437027663222,128.43026758444705,53.37650340132103,144.73999733553097,190.40590827910106,94.7507354689594,78.5474420965517,185.67762562287845,171.73739350857147,81.41236351343306,35.83355685795526,153.21128273534393,148.86202498679654,803.5167955438728,1206.1838015971305,1355.8088174396612,856.690772866751,365.57700607804094,780.2771112648195
98.78373125946318,932.4095335847251,121.24908831371373,181.32462430189875,1.030891984641391,17.69510135164809,76.74871257504574,97.28049486313417,197.9355914736805,110.55058946486614,190.20636548548546,75.50811561161022,28.770311559965677,32.659468653368066,174.62347647331865,20.91069390079543,1451.2656152512263,688.2058618913601,613.6007963482194,82.1149356196086,1014.9851225093736,815.153472080949
108.23305117232233,936.6326558407237,134.60954821879295,121.36780598855665,155.24933765058046,101.68119476169113,49.25384362597709,41.29549447958869,130.09135986021286,23.126398721075912,65.9984347081377,29.75253553610473,74.1794412339772,49.325497201820355,115.27885209794118,129.6340923857176,371.5555937079624,1236.2400700975074,331.38080452668527,508.19305086595944,867.6288657914525,617.4781903872155
37.962339770158614,818.6499300108844,171.8247287125575,34.01232172751505,58.17792312585994,62.484390712462016,93.65344576903927,155.44439619539494,173.73303807006303,78.27540592240196,64.87500332355245,125.19592360557698,186.4148399019824,26.832708132918093,174.16859443791313,177.069306963247,691.8661499651112,527.2379972202255,725.2724130848958,429.9340540058568,576.0533877398849,1234.1651962009198
